Paper_ID,title,author,id,corresponding_author,Author_ID,abstract
6765,Drones and the digital panopticon.,Lea Rosen,17120,Lea Rosen,16881,The paper discusses...
6766,Prostate ultrasound image processing.,Deian Stefan,17121,Deian Stefan,16882,The paper examines...
6767,"J. Craig Venter Institute: Rockville, Maryland.",Arka Bhattacharya,17122,Arka Bhattacharya,16883,The study proposes...
6768,Electrical modeling and simulation for stockpile stewardship.,Eric R. Keiter|Heidi Thornquist|Sivasankaran Rajamanickam,17123,Eric R. Keiter,16884,The research reveals...
6769,The networked vehicle 1.0: integrating electric cars with the nation's power grid.,Jasna Tomic|Steven Letendre|Willet Kempton,17124,Jasna Tomic,16887,This paper presents...
6770,"In the dark, out in the cold.",Jennifer Mankoff|Tawanna Dillahunt,17125,Jennifer Mankoff,16890,The paper compares...
6771,Architecting trust-enabled peer-to-peer file-sharing applications.,Girish Suryanarayana|Justin R. Erenkrantz|Mamadou H. Diallo|Richard N. Taylor,17126,Girish Suryanarayana,16892,This paper presents...
6772,Rob Bernard: Microsoft's green commitment.,Robert J. Simmons,17127,Robert J. Simmons,16829,This paper addresses...
6773,E-commerce recommenders: powerful tools for E-business.,Ana Belén Gil|Francisco García,17128,Ana Belén Gil,16895,The research aims to explore...
6774,Experimental mobile gateways.,Premshree Pillai,17129,Premshree Pillai,16897,This paper is about...
6775,WiFi exposed.,Andrea Bittau,17130,Andrea Bittau,16898,This paper addresses...
6776,"It's Not About Winning, it's About Sending a Message: Hiding information in games.",Philip C. Ritchey,17131,Philip C. Ritchey,16899,The research introduces...
6777,The development of a game playing framework using interface-based programming.,Mark A. Cohen,17132,Mark A. Cohen,16900,The research aims to explore...
6778,Big privacy: protecting confidentiality in big data.,Ashwin Machanavajjhala|Jerome P. Reiter,17133,Ashwin Machanavajjhala,16901,This paper addresses...
6779,A linear function for the toughest choice.,Pierpaolo Baccichet,17134,Pierpaolo Baccichet,16903,The research aims to explore...
6780,Introduction: The World of Data Compression.,Eric D. Scheirer,17135,Eric D. Scheirer,16904,This paper presents...
6781,"Modding: changing the game, changing the industry.",Caio Camargo,17136,Caio Camargo,16905,The research reveals...
6782,Ask Jack: CareerLine.,Jack Wilson,17137,Jack Wilson,16852,This paper presents...
6783,Blogs.,Arefin Huq|Gidi Nave,17138,Arefin Huq,16826,This study investigates...
6784,Toward smartphone assisted personal rehabilitation training.,Gabriele Spina|Oliver Amft,17139,Gabriele Spina,16907,The research evaluates...
6785,Microsoft windows programming strategies.,Mike Maxim,17140,Mike Maxim,16909,The paper examines...
6786,Stratego: a programming language for program manipulation.,Karl Trygve Kalleberg,17141,Karl Trygve Kalleberg,16910,The paper highlights...
6787,Mastering real-time big data with stream processing chains.,Dario Bonino|Luigi De Russis,17142,Dario Bonino,16911,This paper is about...
6788,How can software engineers help make government better?,Luigi Montanez,17143,Luigi Montanez,16913,The research introduces...
6789,Every bit has a cost.,Jon Froehlich,17144,Jon Froehlich,16914,The study proposes...
6790,In search of diverse students.,Carmen Leicht-Scholten|Rebecca Apel|Tobias Berg,17145,Carmen Leicht-Scholten,16915,The paper discusses...
6791,Use of motion field warping to generate cardiac images.,Gang Gao|Paul Cockshott,17146,Gang Gao,16918,The research evaluates...
6792,Objective Viewpoint: Java I/O and Compression.,Matt Tucker,17147,Matt Tucker,16695,The research aims to explore...
6793,Prefix Compression of Sparse Binary Strings.,David Salomon,17148,David Salomon,16920,The research reveals...
6794,Research at Nairobi's iHub: discovery and sharing.,Angela Crandall|Rhoda Omenya,17149,Angela Crandall,16921,The paper discusses...
6795,Let's split!,Dan Sturges,17150,Dan Sturges,16923,The research reveals...
6796,HCI Applications for aiding children with mental disorders.,Hossein Mobahi|Karrie G. Karahalios,17151,Hossein Mobahi,16924,The study illustrates...
6797,Journalism with flying robots.,Matt Waite,17152,Matt Waite,16926,The research reveals...
6798,Spoken dialogue systems: the new frontier in human-computer interaction.,Pierre Lison|Raveesh Meena,17153,Pierre Lison,16927,The paper highlights...
6799,Ethical lessons learned from computer science.,Richard Bergmair,17154,Richard Bergmair,16929,The paper compares...
6800,mHealth @ UAH: computing infrastructure for mobile health and wellness monitoring.,Aleksandar Milenkovic|Emil Jovanov|Mladen Milosevic,17155,Aleksandar Milenkovic,16930,The study proposes...
6801,Automated DNA sequencers.,Finn Kuusisto,17156,Finn Kuusisto,16731,The paper discusses...
6802,Parallel machine learning on big data.,John Langford,17157,John Langford,16933,This study investigates...
6803,Storage capacity comparison of neural network models for memory recall.,Kate Patterson,17158,Kate Patterson,16934,This paper presents...
6805,What is web 2.0?,Daniel Lewis,17160,Daniel Lewis,16935,This study investigates...
6806,Challenges in sustainable human-home interaction.,Johnny Rodgers|Lyn Bartram|Rob Woodbury,17161,Johnny Rodgers,16936,The paper compares...
6807,Towards a user-friendly semantic formalism for natural language generation.,Craig Thomas,17162,Craig Thomas,16939,The paper highlights...
6808,Voting machines.,James Stanier,17163,James Stanier,16691,The study illustrates...
6809,The critical voice.,Frank Liechtenstein,17164,Frank Liechtenstein,16940,The paper compares...
6810,"Sourcemap: eco-design, sustainable supply chains, and radical transparency.",Leo Bonanni,17165,Leo Bonanni,16941,The paper examines...
6811,A dexterous crabster robot explores the seafloor.,Bong-Huan Jun|Hyungwon Shim,17166,Bong-Huan Jun,16942,The study analyzes...
6812,"Open source, open heart.",Jesse Beach,17167,Jesse Beach,16944,The study illustrates...
6813,Pen-based computing.,Gordon Kurtenbach,17168,Gordon Kurtenbach,16945,This paper addresses...
6814,Technology for talking.,Jay Patel,17169,Jay Patel,16946,The paper examines...
6815,Team players: How to be a good one.,Vaggelis Giannikas,17170,Vaggelis Giannikas,16788,The research reveals...
6817,Introduction.,William Stevenson,17172,William Stevenson,16683,The research introduces...
6818,A day in the life of ... Donald Norman.,Donald A. Norman,17173,Donald A. Norman,16947,The paper examines...
6819,Sustainable data centers.,Bill Weihl|Chris Malone|Erik Teetzel|Jimmy Clidaras|Joe Kava|Michael Ryan,17174,Bill Weihl,16948,The research evaluates...
6820,Why are APIs difficult to learn and use?,Christopher Scaffidi,17175,Christopher Scaffidi,16954,This study investigates...
6821,Dickie George: looking back on 40 years at the NSA.,Robert J. Simmons,17176,Robert J. Simmons,16829,The research introduces...
6822,Aligning DNA sequences using dynamic programming.,Eric C. Rouchka,17177,Eric C. Rouchka,16955,The paper examines...
6823,On teaching computer science: thoughts and advice for TAs.,David Chiu,17178,David Chiu,16818,The paper examines...
6824,Profile Hiroshi Ishii: tangible bits.,David Chiu,17179,David Chiu,16818,The research aims to explore...
6825,"Challenges in systems biology: an interview with Dr. Lee Hood, inventor of the DNA sequencer.",David Sigfredo Angulo,17180,David Sigfredo Angulo,16666,This paper is about...
6826,An introduction to human-guided search.,Michael Mitzenmacher,17181,Michael Mitzenmacher,16956,This paper demonstrates...
6827,Seismic activity.,Jay Patel,17182,Jay Patel,16946,The paper examines...
6828,An interview with Dr. Beth Simone Noveck.,Peter Kinnaird,17183,Peter Kinnaird,16676,The paper examines...
6829,What is computation?,Ian Horswill,17184,Ian Horswill,16957,The paper compares...
6830,Revitalizing ACM Student Chapters: A look at how to refresh student initiatives.,Michael Zuba,17185,Michael Zuba,16700,The study proposes...
6831,The student's guide to GDC.,James Stewart,17186,James Stewart,16873,The study analyzes...
6832,"Should computer scientists worry about ethics? Don Gotterbarn says, ""yes1!"".",Saveen Reddy,17187,Saveen Reddy,16958,The paper examines...
6833,Technical writing 101: a crash course.,Leslie Sandoval,17188,Leslie Sandoval,16959,The study illustrates...
6834,The geometric origins of spectral graph theory.,Olivia Simpson,17189,Olivia Simpson,16960,This paper addresses...
6835,"Information Sciences Institute: Marina del Rey, California.",Gideon Juve,17190,Gideon Juve,16961,This paper addresses...
6836,DNA smart card for financial transactions.,Panagiotis Petratos|Sofia Gleni,17191,Panagiotis Petratos,16962,The study proposes...
6837,"Expanders, tropical semi-rings, and nuclear norms: oh my!",David Gleich,17192,David Gleich,16964,The study analyzes...
6838,Thank you!,Chris Harrison,17193,Chris Harrison,16717,The research reveals...
6839,"Modding: changing the game, changing the industry.",Caio Camargo,17194,Caio Camargo,16905,The paper examines...
6840,A Bibliography Manager for Microsoft Word.,José Hilario Canós Cerdá,17195,José Hilario Canós Cerdá,16965,This paper addresses...
6841,Dialogical encounters: art and energy awareness via eco-visualization.,Tiffany Holmes,17196,Tiffany Holmes,16966,This paper demonstrates...
6842,The critical voice.,Frank Liechtenstein,17197,Frank Liechtenstein,16940,The study illustrates...
6844,Are your friends who they say they are?: data mining online identities.,Dan Chalmers|Ian Wakeman|Roya Feizy,17199,Dan Chalmers,16967,The paper compares...
6845,Ethical lessons learned from computer science.,Richard Bergmair,17200,Richard Bergmair,16929,The paper compares...
6846,Introduction.,William Stevenson,17201,William Stevenson,16683,This paper demonstrates...
6847,Game-state fidelity across distributed interactive games.,Aaron McCoy|Declan Delaney|Tomás Ward,17202,Aaron McCoy,16970,This paper demonstrates...
6848,On education in entrepreneurship: an interview with Jessica Mah.,Christina Pop,17203,Christina Pop,16973,The research introduces...
6849,"Accenture Technology Labs: Chicago, Illinois.",Zahra Ferdowsi,17204,Zahra Ferdowsi,16974,The paper discusses...
6850,Gendered expectations: are we unintentionally undermining our efforts to diversify STEM fields?,Amy Wendt|Eve Fine|Molly Carnes,17205,Amy Wendt,16975,The paper discusses...
6851,Peregrine: low-latency queries on Hive warehouse data.,Raghotham Murthy|Rajat Goel,17206,Raghotham Murthy,16978,The paper discusses...
6852,Future of computing: inspiration from nature.,Dennis Shasha,17207,Dennis Shasha,16980,The paper compares...
6853,CS education in the U.S.: heading in the wrong direction.,Owen L. Astrachan|Robert Dewar,17208,Owen L. Astrachan,16981,The research aims to explore...
6855,A beginner's guide to computer science research.,Somdip Dey,17210,Somdip Dey,16983,The research aims to explore...
6856,Ancient Sumerian online: challenges and opportunities.,Terhi Nurmikko-Fuller,17211,Terhi Nurmikko-Fuller,16984,The research introduces...
6857,What a wonderful world (II): ACM student chapters around the globe.,Vaggelis Giannikas,17212,Vaggelis Giannikas,16788,The research aims to explore...
6858,The critical voice.,Frank Liechtenstein,17213,Frank Liechtenstein,16940,This paper addresses...
6859,"Security, privacy, and anonymity.",Thomas Wright,17214,Thomas Wright,16985,The study illustrates...
6860,Subliminal computing: the support you don't see.,Ryan Kelly,17215,Ryan Kelly,16986,The paper compares...
6861,Introduction.,Justin Solomon,17216,Justin Solomon,16706,The paper highlights...
6862,Digital re-creation of a seven-story building shake during an earthquake.,Amit Chourasia,17217,Amit Chourasia,16987,This paper addresses...
6863,Public relations for computer science students.,Vaggelis Giannikas,17218,Vaggelis Giannikas,16788,The paper examines...
6864,"Behold a pail of milk: the future of banking, currency, and e-commerce.",Malay Bhattacharyya|Vaggelis Giannikas,17219,Malay Bhattacharyya,16807,This paper addresses...
6865,Scientific workflows and clouds.,Ewa Deelman|Gideon Juve,17220,Ewa Deelman,16988,This paper demonstrates...
6866,Common mistakes in online and real-time contests.,Shahriar Manzoor,17221,Shahriar Manzoor,16989,This study investigates...
6867,Coaching a society of robots in accomplishing joint tasks.,Marc Perron,17222,Marc Perron,16990,This paper is about...
6868,Introduction: metamorphosis.,Chris Harrison,17223,Chris Harrison,16717,The study illustrates...
6869,Social learning and technical capital on the social web.,Sarita Yardi,17224,Sarita Yardi,16991,The study proposes...
6870,Ed Boyden: the synthetic neurobiologist.,Robert J. Simmons,17225,Robert J. Simmons,16829,The study analyzes...
6871,,Pedro Lopes,17226,Pedro Lopes,16992,The research aims to explore...
6872,Virtual communities and team formation.,Michael Weiss|Yanru Zhang,17227,Michael Weiss,16993,This paper demonstrates...
6873,Cameron Wilson: ACM's man in Washington.,Robert J. Simmons,17228,Robert J. Simmons,16829,The paper highlights...
6874,SIGGRAPH 2006: exploring the art and science of computer graphics.,Justin Solomon,17229,Justin Solomon,16706,This study investigates...
6875,Learning how to tell ham from spam.,George Sakkis,17230,George Sakkis,16995,This paper addresses...
6876,Blogs.,Dimitris Mitropoulos|Wolfgang Richter,17231,Dimitris Mitropoulos,16736,The study illustrates...
6877,Game-state fidelity across distributed interactive games.,Aaron McCoy|Declan Delaney|Tomás Ward,17232,Aaron McCoy,16970,The research evaluates...
6878,Introduction.,William Stevenson,17233,William Stevenson,16683,This paper addresses...
6879,Using sentiment analysis to improve business operations.,Marinka Zitnik,17234,Marinka Zitnik,16679,The research introduces...
6880,Competitions for chapters: the ACM student chapter excellence award.,Vaggelis Giannikas,17235,Vaggelis Giannikas,16788,The paper compares...
6881,Taming big probability distributions.,Ronitt Rubinfeld,17236,Ronitt Rubinfeld,16996,This paper demonstrates...
6882,Successfully transitioning from academia to entrepreneurship.,Farnaz Ronaghi,17237,Farnaz Ronaghi,16997,This study investigates...
6883,Analyzing EEG data.,Dmitry Batenkov,17238,Dmitry Batenkov,16998,The study analyzes...
6884,Doing research in practice: some lessons learned.,Zeljko Obrenovic,17239,Zeljko Obrenovic,16999,This paper demonstrates...
6885,On domain-specific languages usage (why DLSs really matter).,Vassilios Karakoidas,17240,Vassilios Karakoidas,17000,The study analyzes...
6886,The scary reality of identity theft.,Wolfgang Richter,17241,Wolfgang Richter,16742,This study investigates...
6887,What a wonderful world: ACM student chapters around the globe.,Vaggelis Giannikas,17242,Vaggelis Giannikas,16788,This paper is about...
